timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1714002332415,177,List Products with different page,200,,Linear - 50 4-50,text,true,,102397,235,4,4,63,0,0
1714002332543,114,Login,200,,Linear - 50 4-48,text,true,,9118,209,4,4,114,0,0
1714002332592,107,Add Product to Cart,200,,Linear - 50 4-50,text,true,,9792,213,4,4,107,0,0
1714002332465,295,List Products,200,,Linear - 50 4-47,text,true,,112658,235,4,4,81,0,0
1714002332699,95,Add Product 2 to Cart,200,,Linear - 50 4-50,text,true,,9792,213,4,4,95,0,0
1714002332542,273,List Products,200,,Linear - 50 4-49,text,true,,112658,235,4,4,66,0,0
1714002332794,105,Logout,200,,Linear - 50 4-50,text,true,,9118,209,4,4,105,0,0
1714002332657,284,List Products,200,,Linear - 50 4-48,text,true,,112658,235,4,4,68,0,0
1714002332761,220,Look at Product,200,,Linear - 50 4-47,text,true,,106913,223,4,4,73,0,0
1714002332900,93,Home,200,,Linear - 50 4-50,text,true,,9118,209,4,4,93,0,42
1714002332815,218,Look at Product,200,,Linear - 50 4-49,text,true,,106876,223,4,4,71,0,0
1714002332993,124,Login,200,,Linear - 50 4-50,text,true,,9118,209,4,4,124,0,0
1714002332982,213,List Products with different page,200,,Linear - 50 4-47,text,true,,111860,235,4,4,78,0,0
1714002332942,257,Look at Product,200,,Linear - 50 4-48,text,true,,106876,223,4,4,67,0,0
1714002333034,193,List Products with different page,200,,Linear - 50 4-49,text,true,,110494,235,4,4,58,0,0
1714002333195,96,Add Product to Cart,200,,Linear - 50 4-47,text,true,,9792,213,4,4,96,0,0
1714002333227,93,Add Product to Cart,200,,Linear - 50 4-49,text,true,,9792,213,4,4,93,0,0
1714002333291,93,Add Product 2 to Cart,200,,Linear - 50 4-47,text,true,,9792,213,4,4,93,0,0
1714002333199,185,List Products with different page,200,,Linear - 50 4-48,text,true,,110083,235,4,4,60,0,0
1714002333117,274,List Products,200,,Linear - 50 4-50,text,true,,105228,235,4,4,57,0,0
1714002333320,88,Add Product 2 to Cart,200,,Linear - 50 4-49,text,true,,9792,213,4,4,87,0,0
1714002333408,92,Logout,200,,Linear - 50 4-49,text,true,,9118,209,4,4,92,0,0
1714002333384,123,Logout,200,,Linear - 50 4-47,text,true,,9118,209,4,4,121,0,0
1714002333385,123,Add Product to Cart,200,,Linear - 50 4-48,text,true,,9792,213,4,4,122,0,0
1714002333508,98,Add Product 2 to Cart,200,,Linear - 50 4-48,text,true,,9792,213,4,4,98,0,0
1714002333500,107,Home,200,,Linear - 50 4-49,text,true,,9118,209,4,4,107,0,48
1714002333507,103,Home,200,,Linear - 50 4-47,text,true,,9118,209,4,4,103,0,53
1714002333392,291,Look at Product,200,,Linear - 50 4-50,text,true,,100761,223,4,4,123,0,0
1714002333607,85,Logout,200,,Linear - 50 4-48,text,true,,9118,209,4,4,85,0,0
